id,order_id,sku
f80ef6ae-8325-42a1-9f70-b486ee8a257a,f37a72b2-46bf-4ef1-ae65-3394587dc195,JAF-004
16be42ee-8773-490f-a7ac-62d7a628c109,6ffd67e9-d74d-4994-bf14-0b6a7dbab37d,BEV-002
187d1947-adbb-489b-b7d2-0ed6cf4da5bf,67286b5e-cd9b-463f-931e-d97c8ffc8b4e,BEV-005
e3284ce9-7c33-4481-934e-2e0c48c50309,589d0673-b34f-4fcb-9b8a-d5c4e419d2f2,BEV-001
46acf572-0793-45b4-9a11-f42b6f395761,d8390b33-b766-44a5-bf16-ba4bbfe77dc4,BEV-002
d2ff46f2-30d0-4929-97be-4886f8b0abb9,d8390b33-b766-44a5-bf16-ba4bbfe77dc4,BEV-005
2f3ac351-41e8-4b72-8f37-15349ab6e2b4,ee96b8b3-9b6f-42ad-8a56-188742349ce1,BEV-002
2d53bbc8-997f-4434-bf96-9b8225d98f77,bafe93b7-c369-4199-bc96-57d47b15aa6f,BEV-001
24ebb1d9-c751-4c6a-893e-fbd55c19e91f,59251773-d926-484a-b5fc-df241e7235be,BEV-004
e204acbc-fef2-413d-8ff6-dfff3386ad26,59251773-d926-484a-b5fc-df241e7235be,BEV-005
fca086db-6a87-4634-8b2f-27fc1ea44366,59251773-d926-484a-b5fc-df241e7235be,JAF-002
790951c4-371d-4ef9-ac95-3e6863db62d7,61c1162d-639f-4d13-a00e-871b950265ef,BEV-005
8f193f79-5e1f-4c4d-a84a-cd0469e7073d,bba8ab9c-c582-4e3c-bc30-0c18c071a203,BEV-005
6fb2bd32-e6f1-41f8-a1b2-dfec1822e9e8,987af18b-8ff1-46ef-9ee1-6d79e72b8ba4,BEV-001
741e3746-f117-4427-9c57-5ca8789fa7fc,22f1aeba-bed1-45e4-87aa-1f2cc67fa5f6,BEV-005
6beaa340-c9a9-43c7-ade5-cfb53a43076f,e164317b-34ba-4764-9f5d-038baa665741,BEV-001
11050652-aceb-4d46-9886-8d5f8fd33906,98d8de4b-bb22-4720-a633-2bdcdb308f6d,BEV-003
7f54b4c3-a0fa-4715-9198-ffbcc02eb767,08dc745d-2dcf-42f8-b34b-dfad3074d8be,BEV-004
d4427093-b2b7-4c65-a2a5-dc6dcfeeab7e,08dc745d-2dcf-42f8-b34b-dfad3074d8be,BEV-004
7f7a503a-2f1e-4033-9799-87554961a862,1e13fc99-1fa6-4df3-83ef-27b4ba16d2a4,BEV-005
7cfc32f1-ac56-4934-9321-18f1294b1dd8,1a68900f-0ef1-41a8-928d-0b10680013cf,BEV-005
6bf8b86d-f296-4c33-8b90-2a048f3175b7,23a550d4-8f3c-4ebd-ae74-b54d79da3d07,BEV-005
506dc34c-9d9d-4358-9fc0-b63499a11a61,420b6726-fc63-40b4-9cf6-e8c43da18b2b,BEV-005
869281a6-45a6-4d8a-a084-9a4a42a56521,420b6726-fc63-40b4-9cf6-e8c43da18b2b,JAF-005
b174284a-28b9-4aa0-b8c8-eaa7ca9e6815,adb99818-258a-4368-8a1e-d2ee6ada74a2,BEV-003
83c6320c-0756-44c0-b764-ddcd7ffc09bb,e47530f6-ed6e-4ac0-9660-f1d519a45eb2,BEV-005
c4e5bf6a-8b8c-4b00-bbe3-a645c9c6ac43,e47530f6-ed6e-4ac0-9660-f1d519a45eb2,BEV-004
0d59d124-abf9-4990-a997-8103fd832049,e47530f6-ed6e-4ac0-9660-f1d519a45eb2,JAF-005
bc4dd607-51bc-4d77-8811-999dd6617741,e47530f6-ed6e-4ac0-9660-f1d519a45eb2,JAF-002
7eaf04df-7821-4511-b037-39e1e7bd394b,6a022efc-a2de-4f1f-a6ec-9df3e4aa0555,BEV-002
41117eb2-f349-4b53-9cca-2bbb53138b9f,06f97996-7e0c-4e1f-b823-bf8f5de92e77,BEV-004
890573d3-3313-4de8-bb8d-6926143bee0c,c1ff8a44-52e3-4fbf-a552-61b7fe16afa7,JAF-002
74be3a2c-0a61-4383-a461-ab8d1ae357c9,c354154b-e98d-4cb3-9992-b3acb7927e3c,BEV-005
7cb2a368-72b7-4d85-83f2-3b793e5d10ac,16e90c1f-e6b7-47cf-b4e2-43b6e892ea29,BEV-005
193c725d-f735-4d2b-90b4-91baa403e0b1,16e90c1f-e6b7-47cf-b4e2-43b6e892ea29,BEV-003
79cf1aa2-5df0-49e1-a13b-949e25270cfc,16e90c1f-e6b7-47cf-b4e2-43b6e892ea29,JAF-005
60dccc31-18e5-4d26-87b1-11d6137cbc11,16e90c1f-e6b7-47cf-b4e2-43b6e892ea29,JAF-003
21a7d743-5084-4ebc-9d03-211dce30a588,a9bf15df-6ea9-4bd5-9f28-949ce131f42b,BEV-002
a4565875-5fba-47f5-acc5-f2ce2d8d6a82,7dc79c89-d12d-4051-ab45-4b08accc6129,BEV-004
6c05af09-ae8b-4acb-bf49-e582038bd6a3,bf18e437-e012-437e-89f6-f3f8504374f5,BEV-005
c45f7103-9b0e-4885-b8ed-ba61bbdae307,bf18e437-e012-437e-89f6-f3f8504374f5,BEV-002
b84d76f5-fd27-4058-a55f-b89d434cf319,f953826d-c556-458b-8979-af092cf42050,BEV-002
41d1103f-aec8-47d3-ab29-a9c75568c59c,f953826d-c556-458b-8979-af092cf42050,BEV-001
4bfd2ff2-4d5f-4036-804c-ef7037360b1c,f953826d-c556-458b-8979-af092cf42050,BEV-002
f026fd3e-0883-46ce-8030-24c4f702707f,f953826d-c556-458b-8979-af092cf42050,JAF-003
4fd4bb96-0933-4ead-8c3f-2a4ecb626685,f953826d-c556-458b-8979-af092cf42050,JAF-001
3c524b70-2e94-4555-8881-4cfe46e549cc,2c60f3e6-0a68-43f1-b385-e7bf5c4252e1,BEV-004
3308937c-349a-4d57-aea6-682c407a1154,2c60f3e6-0a68-43f1-b385-e7bf5c4252e1,JAF-004
27834f59-7af8-4e2b-8c43-a6d153e42c7e,22b88868-d43e-430c-a921-ac44cbcb3790,BEV-003
b25b0290-5569-4d9d-97d4-07a845ab1691,cb676d2f-e1a4-4fd1-a78b-63d4071e7f67,BEV-002
811bed1f-a3cc-47bd-9964-9d2500c7f325,12ffffa8-b26e-464a-b77c-417b44f08d10,BEV-004
2de47e4a-8089-4dc1-807e-86b0a33cb403,19897757-6c0c-425c-b6c8-7ed43e5a237c,BEV-003
4c0fbb1f-c129-44d6-9123-f99232324b13,59cf26bc-9352-4275-b18c-a4e9133ad7d2,BEV-002
f055508c-38d5-48b8-bfe7-64b34ef785a6,2dd81967-5d6a-4a2f-98d0-8d9a193aac59,BEV-001
24b4681e-913d-4995-8deb-ed5ce22e5cab,bc237afe-d3ba-4d33-b55a-19a963df436e,BEV-004
c8b26244-4fb4-48cf-a235-6772c16820a3,bc237afe-d3ba-4d33-b55a-19a963df436e,BEV-003
b9597340-8c3c-454b-82f3-969c6c3f9158,bc237afe-d3ba-4d33-b55a-19a963df436e,JAF-005
481dfcd4-9ff2-4e85-98bd-3ff1efb2506b,c66b68d1-4e1b-4a4a-b7f2-456c52ab3dc0,BEV-002
34d498e1-2b0f-4c8b-a3f3-4fa42f52c0c4,ff4c2556-63ab-4274-a2cd-af68beb13e4e,BEV-002
e7f2f51b-e2f2-4224-b79d-af7ebea25a5f,ff4c2556-63ab-4274-a2cd-af68beb13e4e,BEV-002
8aa376cc-e8a0-4a26-a1a4-417ef6cfbbc7,ff4c2556-63ab-4274-a2cd-af68beb13e4e,JAF-002
02819d04-36ce-4de8-bd02-81b95f49f6ca,ff4c2556-63ab-4274-a2cd-af68beb13e4e,JAF-003
7df15c75-84a1-4373-a9ed-cf90c5804fcf,6d70f439-c754-4d38-8469-7d4e713d1cc7,BEV-004
c5f7e946-5f24-4b41-ba4c-d86dd0268e7a,6d70f439-c754-4d38-8469-7d4e713d1cc7,JAF-002
babd98bf-753a-48f4-9a0d-8a947692b07e,3d398ac2-392d-4829-9427-9815804b6804,BEV-002
1b75aac5-4abd-41b7-88e4-6da88b23b79a,3d398ac2-392d-4829-9427-9815804b6804,BEV-001
aa6e72b6-9304-42cd-9a36-21c8e32270ca,3d398ac2-392d-4829-9427-9815804b6804,JAF-003
f97a665c-7fac-45b6-832a-8c3207eb95d5,3d398ac2-392d-4829-9427-9815804b6804,JAF-003
6240db87-10e6-4e45-949b-699fc63dd8d4,ce604d36-2baa-465b-8f0e-c4e53523e6e7,BEV-004
5fc7cced-270c-40a4-82a0-29c95d918a47,ce604d36-2baa-465b-8f0e-c4e53523e6e7,BEV-001
7d69b52a-62b8-4f83-b7a2-485afcaa07d9,ce604d36-2baa-465b-8f0e-c4e53523e6e7,BEV-004
cf320065-3083-40ae-bde0-a271fbd34627,ce604d36-2baa-465b-8f0e-c4e53523e6e7,JAF-002
e742d1d1-34e3-4496-b474-ab74eb741c43,ce604d36-2baa-465b-8f0e-c4e53523e6e7,JAF-001
fcce2900-1a36-482e-969f-d4d7700fbc28,ce604d36-2baa-465b-8f0e-c4e53523e6e7,JAF-003
78f674c9-5ab7-4677-8479-b1a32f1a6908,4bdc31c8-1432-4d25-9108-d0196ac460f0,BEV-001
d7a2753e-b9ff-4211-806c-fa610067b92c,4bdc31c8-1432-4d25-9108-d0196ac460f0,JAF-003
5f520503-8e28-4764-a9a3-47626c95b7fa,4bdc31c8-1432-4d25-9108-d0196ac460f0,JAF-003
080393b9-a555-42f4-a5fe-5a54c626e722,4bdc31c8-1432-4d25-9108-d0196ac460f0,JAF-004
4f153808-ff6c-4412-b788-677f8248387f,0d9c9ae1-9f76-408d-8534-3ef605cd75b2,JAF-004
5592c496-bfeb-4a1f-9800-0e640941874f,36dc507a-8816-45a8-8c96-c2e325c27ad6,BEV-002
e45fb469-bed2-415a-adcb-d568402da1e5,90c79b01-41ed-459d-906e-9ef643a975ba,BEV-003
a8c8136b-39ba-4eb2-b360-e1439877b064,19d8e988-9b18-48cb-8a58-a42ae4640a93,BEV-001
fdb13950-a0bc-426a-a825-efbf3d4cb1a6,f4719d9f-a80b-4850-ae20-d9890358fdb8,BEV-002
bb615f7f-b88c-4c72-843f-225354770df1,f4719d9f-a80b-4850-ae20-d9890358fdb8,BEV-003
5daf4caa-c4a5-47b7-be93-2be01920f1b9,f4719d9f-a80b-4850-ae20-d9890358fdb8,BEV-002
2df1dab9-4a51-4548-96e8-b6925eb79610,f4719d9f-a80b-4850-ae20-d9890358fdb8,JAF-004
22b7ca4c-f221-46a1-864b-781e95ad23a5,f4719d9f-a80b-4850-ae20-d9890358fdb8,JAF-002
21455806-fa52-4355-babe-89711feb9093,f4719d9f-a80b-4850-ae20-d9890358fdb8,JAF-001
05b68095-1182-4b9b-a968-82e83c73a7e0,2992660e-c16e-4ce9-8ed2-785b04345ffb,BEV-004
488e10c7-cd39-4737-bdfd-a557bbdd1b6c,2992660e-c16e-4ce9-8ed2-785b04345ffb,BEV-004
159eb97a-8379-4ea7-9773-a56226850524,2992660e-c16e-4ce9-8ed2-785b04345ffb,BEV-005
6fce7efc-955f-4b76-a084-5baec51d4e2a,2992660e-c16e-4ce9-8ed2-785b04345ffb,JAF-004
caca2a91-99aa-432c-b9f0-e2d72d2d3063,2992660e-c16e-4ce9-8ed2-785b04345ffb,JAF-003
ff4dbd9d-5fee-4422-9c08-10d07ac74f5d,2992660e-c16e-4ce9-8ed2-785b04345ffb,JAF-004
f8fd3f84-62e5-4961-a84b-0364832c575e,dddba3b9-c39a-4217-ab9b-1cf39ea5478d,BEV-002
81183c4c-960a-487d-a9a8-1c6af927b2b9,dddba3b9-c39a-4217-ab9b-1cf39ea5478d,JAF-004
431538c9-8568-408b-b2d2-d6ca1b4de3af,9d37c0cc-2678-4509-9fb8-563d972c91f4,BEV-003
875417b8-0a0b-48cf-8921-38501ae5d8c8,9d37c0cc-2678-4509-9fb8-563d972c91f4,BEV-003
fab47e84-90bf-4b5f-93a4-5d0ac6d2cfc2,9d37c0cc-2678-4509-9fb8-563d972c91f4,BEV-002
636705ca-8025-427e-8933-b72303091ec5,9d37c0cc-2678-4509-9fb8-563d972c91f4,JAF-003
54ff623d-0ce3-417e-a5f5-828b804f0d13,0c33fe31-8344-4448-be36-43f84c2d57f5,BEV-005
e675deb8-34ba-4df7-926d-67d54f9f7219,0c33fe31-8344-4448-be36-43f84c2d57f5,BEV-002
8765a8c7-053b-465d-9919-a3963c0bbbe4,0c33fe31-8344-4448-be36-43f84c2d57f5,BEV-003
e7361eb7-974a-4903-b52c-8d3e847af424,0c33fe31-8344-4448-be36-43f84c2d57f5,JAF-001
0dc6f67a-6b48-4eec-8349-5a6b509bf876,0c33fe31-8344-4448-be36-43f84c2d57f5,JAF-003
de7f3c71-0091-45d5-8e6b-c924c9fe2e7f,0c33fe31-8344-4448-be36-43f84c2d57f5,JAF-005
01137eb7-eb4f-4067-8383-5ce0bb3a4434,b6a4cb04-a80e-4cb8-8409-f6d3d36c9871,BEV-003
b6183db6-379c-4388-ab1b-5568e3198b58,b6a4cb04-a80e-4cb8-8409-f6d3d36c9871,BEV-003
1a551000-d813-44ec-99ae-e2d0c770c015,b6a4cb04-a80e-4cb8-8409-f6d3d36c9871,JAF-004
dc19e313-6715-4c06-8978-0de033967190,b6a4cb04-a80e-4cb8-8409-f6d3d36c9871,JAF-004
5e071e7a-10e8-4d99-b095-390d1291e4f0,29b12370-ea20-4b9a-bed8-1e6ea59fd7a7,JAF-005
e562040b-abb7-445d-b0de-4c63315c2e54,d97703f0-e75c-427e-b21d-eedaaa9985ea,BEV-002
734c3386-5508-4953-9127-02444c903a9e,d97703f0-e75c-427e-b21d-eedaaa9985ea,JAF-001
39e11040-1824-4858-93ad-9e7bacede17d,677156e8-1693-4acf-a027-78f2e74f8756,BEV-005
3c23f6a6-e670-45e2-9adb-b389016ad817,677156e8-1693-4acf-a027-78f2e74f8756,BEV-003
d4873582-8c2e-421d-8f8e-b3791c4b99d5,677156e8-1693-4acf-a027-78f2e74f8756,BEV-001
33a4892c-3ce7-4b1e-89e1-67c72fd89758,677156e8-1693-4acf-a027-78f2e74f8756,JAF-005
f2b69348-e23a-4b6b-b60e-05d18011f072,677156e8-1693-4acf-a027-78f2e74f8756,JAF-001
3904f41a-e14b-4410-98a5-05281a63b8d1,677156e8-1693-4acf-a027-78f2e74f8756,JAF-005
4628c765-e53b-452e-9ebf-43d21fa56fc6,c18b39c4-67a9-423c-ac41-8717531ade25,BEV-004
a6f126ed-3482-43de-9c7f-0dcbcf0d9c38,c18b39c4-67a9-423c-ac41-8717531ade25,JAF-005
988a3dd8-925e-4f10-bbf1-cfd2b4c2009f,e4454575-e36b-4000-b311-1aadb7e3c50b,BEV-003
b2ff4fed-2953-48a6-8335-3e57ad81821c,9e4c64eb-2612-4e1a-94cc-db68b7c507bb,BEV-004
b47a6548-5cdb-4f62-94ab-bcddc9d22d8c,df81dfff-8a78-48a2-b90d-9571fa24f011,BEV-004
74f438ea-2532-44f8-bcbd-b0052d96d950,df81dfff-8a78-48a2-b90d-9571fa24f011,JAF-004
