id,customer,ordered_at,store_id,subtotal,tax_paid,order_total
839c501d-230a-4705-800c-4a5b2268e351,91b225e9-53d4-4611-b0ff-a99fc66eb315,2016-09-01T07:24:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
309e1e19-0a14-447e-9abc-225d836a72c7,10dd8f06-6bca-45a5-955e-1aa6ef02feab,2016-09-01T08:01:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
87a9ed60-ade0-4f73-9613-72279fa25bf4,2b0dbbbb-bfb3-4617-bb7a-128faf67e369,2016-09-01T08:19:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
6604d152-366c-433a-8a1a-97d95a10e8b8,4ae58993-209c-4536-9c9c-f46314f88b00,2016-09-01T11:05:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
83284ac0-e85d-4982-94f8-dd370118cfb1,c1f9e6b0-9a5a-4aa6-91cf-7e734406b769,2016-09-01T08:41:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
b25d2810-8011-48fa-993b-5fdc05521373,a7b470ed-9750-41ad-a1c6-05a1594eb11f,2016-09-01T14:23:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
8c811be4-537c-4650-905b-422fef273d7f,e4f21427-e4f9-4fa2-ab3c-8d758d488908,2016-09-01T11:00:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
39a559d3-5e4b-4394-b2e8-269cd87fc52b,c0a52dae-0b1b-4f79-9bc4-434d873fb3de,2016-09-01T13:30:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
3ef4e40b-1e94-4225-9aa4-0fd58c477eda,982acc04-7140-4f66-b180-394913f2991b,2016-09-01T08:15:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
baa90c9d-eacd-4921-b819-d9f67a410bc5,a025198a-69eb-4e84-8a6e-6e832a6de256,2016-09-01T12:03:00,a9128331-08d7-41a2-b615-21283eee21cf,3000,179,3179
aa130982-af81-4446-b3b9-4813a9a9344e,0b92fd92-9200-47fe-9b57-9ada88fa5821,2016-09-01T14:58:00,a9128331-08d7-41a2-b615-21283eee21cf,1200,72,1272
8f6e0f22-27fb-45ae-8132-cd8f479b34de,cdcd2016-a73d-450e-ba64-3065dcc280e4,2016-09-01T08:43:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
2fe2a289-ae8f-4c47-aaca-73f8a7b14b78,deb58fb0-1a68-4ae5-a32b-a2a2d9b85bf1,2016-09-01T08:11:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
a529785d-423a-4687-9bc4-003587aa3781,5ee5aa89-8207-4ec9-bfda-99dd17b0540b,2016-09-01T11:35:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
f53c2c7d-f776-40be-859c-52bac7dba0cb,54835e31-4673-45f8-9d00-1756cba2d89e,2016-09-01T07:00:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
7700148e-1764-4cb7-8b59-1f0a5ccc14cc,989e07c2-2018-4ffa-9fa5-154d4649ba3a,2016-09-01T11:29:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
973bb301-1008-4e43-b016-b5268924fb76,9031d858-2863-4663-a810-bbc87020f4ec,2016-09-01T16:12:00,a9128331-08d7-41a2-b615-21283eee21cf,900,54,954
ad42d913-fa5a-4d71-ae9c-b6457e8f27f0,4968b559-3e6c-45e9-a51f-d5f080bb562f,2016-09-01T10:46:00,a9128331-08d7-41a2-b615-21283eee21cf,1000,60,1060
5c797c2b-bd10-42a6-b8c8-44ad6a83dedd,f2b7ca47-5056-4b9c-9d49-a9b82a21cc30,2016-09-01T07:02:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
e242e517-3e71-40eb-9758-63662e31c2b3,a4e0cf4c-675b-4e18-b2bc-0ea72cf4be88,2016-09-01T16:04:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
71ffb58e-9048-4768-bba5-e0da953cc9ce,835c5281-694f-40d5-be2c-5e8a4b592592,2016-09-01T08:04:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
f768cf35-063d-4d0f-9656-d4edc491f4c4,2870761b-f222-4298-8421-60ab448a356a,2016-09-01T08:53:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
c24e5fe1-0015-4545-aab1-c1e99fa71e46,6f4902f7-6f3e-4ceb-ae24-c987ae028663,2016-09-01T08:05:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
142d6232-b201-44ff-871e-e31115391cf7,1adbf650-cd61-43b0-a30e-d9f1811850ee,2016-09-01T07:00:00,a9128331-08d7-41a2-b615-21283eee21cf,2100,126,2226
9f6c9eac-4a04-45bd-81d8-80a24f78ac13,514e7c0d-886b-4233-a9f4-71bb3cd8b42b,2016-09-01T07:55:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
8ff7a481-c701-41b6-8542-49b2aac787de,bb8b6d19-17de-4970-8e23-f60238857d7e,2016-09-01T14:16:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
32612e2d-5fd1-4537-9531-c661de9419a5,3325373b-254c-43d3-a99a-28e4cdcd2a7e,2016-09-01T07:45:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
c6eeb37c-8085-48bd-9bad-11423e2529fa,98489922-6aac-4e73-8fb9-41ea4a6705fc,2016-09-01T08:41:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
1eb0f304-b0bd-4165-9899-6c486dff03d3,e2ba2be1-c78b-4f87-8ef5-b3ec7d19d113,2016-09-01T08:10:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
f6712214-99d1-4a1d-989f-e4b5d6a811fe,e1d8db6f-d5ae-45fa-9f39-e3895d7534e3,2016-09-01T12:15:00,a9128331-08d7-41a2-b615-21283eee21cf,1900,113,2013
8895e563-c525-41e4-9df9-ab54c2dfdc1b,41ae501a-5442-4b3c-b856-bc7db26bf3c4,2016-09-01T07:02:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
7958e171-55d1-461d-98bf-80daac2ff3d6,3f8b9ce2-f325-4e1e-a9c3-11084b730aa2,2016-09-01T11:41:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
460b6359-88d3-4e20-bfbc-8b015f90f28b,416b65bf-5e91-4b77-a67c-4726f3cb7af6,2016-09-01T14:22:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
fc2fb35e-c158-4fec-aef4-74ab3601845e,13ee1b8e-a3d3-45dc-855b-53ec17caaf93,2016-09-01T19:09:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
3d7b141b-15d8-4a5f-b23e-5e8efdf99707,c6a034d4-09e6-4a19-bfaf-98426843b801,2016-09-01T07:06:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
c876024c-2ef1-4df2-9d1c-9376a492f809,cd82f240-cc9e-4002-b904-65ea714d1701,2016-09-01T09:07:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
dc44901f-1b58-42a4-bf63-10bc2d725f09,05b08595-9795-4c66-ac62-541e690bfacf,2016-09-01T12:18:00,a9128331-08d7-41a2-b615-21283eee21cf,800,48,848
d82bc789-3cf8-42b4-a473-8991b0ec3d3b,d8fb0a99-4610-4b11-bd73-f7c5f33ff51a,2016-09-01T12:38:00,a9128331-08d7-41a2-b615-21283eee21cf,2300,138,2438
83a8de63-2cdf-472e-93c5-6576c079e78f,48edc392-4cfa-4cdf-81f2-af68642f4f5e,2016-09-01T12:28:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
d98b0ae5-e806-4b0c-a02e-b1064affd75e,88e444fe-52cf-46f5-8ead-6f64003eb377,2016-09-01T12:33:00,a9128331-08d7-41a2-b615-21283eee21cf,0,0,0
0d51c562-d3a6-49f2-9d9d-4ba5d01619c5,67657463-b732-4e9c-b4f5-cadeb5321e69,2016-09-01T13:01:00,a9128331-08d7-41a2-b615-21283eee21cf,2100,126,2226
ee301313-818d-4a22-bff7-404b189f1416,eedbd74b-00e4-4201-8021-316c16846a24,2016-09-01T15:29:00,a9128331-08d7-41a2-b615-21283eee21cf,1200,72,1272
ad7bb957-5b4f-4d62-bf00-c08799cd6220,b81b0fe6-0e85-4f9a-9c9f-bcfa30fc2ec1,2016-09-01T16:42:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
1dc06d4f-c718-4085-ad96-02199d2eedf4,bbef949a-1c55-468d-b2c2-779f8ea605d8,2016-09-01T07:00:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
4aae2a30-4f28-42a4-b688-f33a5426fdbb,f3998bfa-c9da-4b13-b82b-2a284bb4c95d,2016-09-01T09:13:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
628800e1-6c9f-4bfa-8ceb-fc6a4f6ed812,33ede8b1-b379-48a7-b28b-fcb75f3db369,2016-09-01T07:34:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
62b69dd9-e8cc-446f-b41b-add9269d2153,f4a176af-12f0-4cd7-b1d8-46a05fc37ad3,2016-09-01T13:11:00,a9128331-08d7-41a2-b615-21283eee21cf,900,54,954
4b6b798e-b187-4abd-b061-797f5517bfa1,d2d8583a-cf9f-4da9-a0d0-319489a69e88,2016-09-01T08:24:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
a21b0ac7-8141-47a9-bf19-0f32dd8f8bb3,6420ec84-1818-4372-82fe-fa6393ffefd6,2016-09-01T15:59:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
17edc5ec-9f8d-4794-a3ed-32af59c2b073,4b048ec2-1d0f-4d6f-8ce0-f5a52db3e5ea,2016-09-01T09:23:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
b4134586-d94d-414b-a576-68d44d3c9eca,fa342754-ae36-4d87-8cde-598df735dd41,2016-09-01T07:46:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
493bfa7b-cb8b-4f2b-af4d-5c10b7a2b1ce,3faf89e7-e90f-4c91-bc7e-3c8642284de6,2016-09-01T13:05:00,a9128331-08d7-41a2-b615-21283eee21cf,800,48,848
686c54e1-a8cf-44ba-941c-8f87262da3e3,9fb1ee6a-9b3b-4d53-9017-cb9373fc5737,2016-09-01T13:07:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
0ce74379-86b3-4282-bf8c-8dbf06d651ab,33a51363-1989-4967-93a1-b8e225b91e84,2016-09-02T08:01:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
3b3a79f4-44a8-44c0-9f99-e73cd09afed0,0dd68d2f-0701-4b4b-a099-3d13ad416a36,2016-09-02T16:53:00,a9128331-08d7-41a2-b615-21283eee21cf,1800,108,1908
9471905f-8b54-4e2c-ad2a-38e3f88504e1,2f8f7de0-4c62-4b87-8494-6a50d68052ad,2016-09-02T07:45:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
336fcb66-693e-40d9-af98-d2212b430922,eb6593b0-95ca-4ca5-9153-41f1f28ae221,2016-09-02T08:21:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
df1a8c28-38e6-44c3-8397-c72a806165cd,e2327f6f-bd59-4a69-9763-270ce8002307,2016-09-02T13:16:00,a9128331-08d7-41a2-b615-21283eee21cf,1200,72,1272
6dcda41a-3200-4ae8-9ad8-95f31cc11754,93423179-917e-4abd-96cf-1b60df815813,2016-09-02T07:54:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
6361ad55-7074-4370-97c1-c8870403c664,6ac030d2-f440-49ca-a535-a3071ba79dbe,2016-09-02T10:16:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
385ea5b0-6358-4066-a8aa-f426177c0200,a0be461c-d606-43f0-b41e-d281dfbd15d4,2016-09-02T08:58:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
20693618-0157-4f81-98da-fadea150aa93,93dfc61d-0407-42ea-b068-bc405189576b,2016-09-02T07:57:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
b0ba396a-6be8-48fe-b048-35562d9f7bf6,42982bac-963a-4ca5-af57-843a83ef83c0,2016-09-02T11:37:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
6ea0e3b7-0743-459d-ab19-08efcd035331,71e58a8c-4ad7-4389-a01d-f1a184412b7d,2016-09-02T14:47:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
768dc0e8-decc-4468-aaef-837e9346a95b,4e152d85-c663-461f-a5fa-c3d5c1bae98f,2016-09-02T08:26:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
087ff832-5fd3-42d0-8d64-7c9f4c79840d,f9ebdc77-64f5-45d5-b4a2-dbdcbefbd40b,2016-09-02T08:23:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
1a03973d-1869-4370-9a2c-d1cbd33d5435,91b225e9-53d4-4611-b0ff-a99fc66eb315,2016-09-02T07:21:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
159be4ac-53c7-4c59-a558-f6fb2b1204d4,10dd8f06-6bca-45a5-955e-1aa6ef02feab,2016-09-02T07:51:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
c9cfd461-d50f-4c82-beaf-9368b516b209,2b0dbbbb-bfb3-4617-bb7a-128faf67e369,2016-09-02T08:47:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
c29e9468-6812-4cf9-864a-791f3e784544,c1f9e6b0-9a5a-4aa6-91cf-7e734406b769,2016-09-02T08:25:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
4f1fd802-9bc8-43ce-8852-9e2b3a8ec445,e4f21427-e4f9-4fa2-ab3c-8d758d488908,2016-09-02T11:26:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
b55f886f-0df9-4f29-85bb-6d1232883ca0,982acc04-7140-4f66-b180-394913f2991b,2016-09-02T08:05:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
d51ba8d6-bb93-4d2a-9c15-44128d95dd7d,842e7b32-e0a8-4a56-a5b2-b3204190445e,2016-09-02T08:27:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
6c66447b-267f-442d-91a1-84e00c45ced5,666caf4d-840e-496a-8dd9-6363aa661f8c,2016-09-02T16:17:00,a9128331-08d7-41a2-b615-21283eee21cf,1800,108,1908
7b8eaaf1-0805-4160-bbf3-13be5d358232,e502aad3-1b2c-44dd-b433-82babb9b1834,2016-09-02T15:53:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
f37a72b2-46bf-4ef1-ae65-3394587dc195,a025198a-69eb-4e84-8a6e-6e832a6de256,2016-09-02T12:57:00,a9128331-08d7-41a2-b615-21283eee21cf,1400,84,1484
6ffd67e9-d74d-4994-bf14-0b6a7dbab37d,cdcd2016-a73d-450e-ba64-3065dcc280e4,2016-09-02T07:56:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
67286b5e-cd9b-463f-931e-d97c8ffc8b4e,d44802e0-97c8-458f-90c7-3602c8e57650,2016-09-02T08:00:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
589d0673-b34f-4fcb-9b8a-d5c4e419d2f2,deb58fb0-1a68-4ae5-a32b-a2a2d9b85bf1,2016-09-02T07:47:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
d8390b33-b766-44a5-bf16-ba4bbfe77dc4,989e07c2-2018-4ffa-9fa5-154d4649ba3a,2016-09-02T16:45:00,a9128331-08d7-41a2-b615-21283eee21cf,900,54,954
ee96b8b3-9b6f-42ad-8a56-188742349ce1,0df9f8e3-6ba6-4d88-9e85-f0a9a090b8a6,2016-09-02T07:53:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
bafe93b7-c369-4199-bc96-57d47b15aa6f,4968b559-3e6c-45e9-a51f-d5f080bb562f,2016-09-02T08:38:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
59251773-d926-484a-b5fc-df241e7235be,a4e0cf4c-675b-4e18-b2bc-0ea72cf4be88,2016-09-02T10:52:00,a9128331-08d7-41a2-b615-21283eee21cf,2200,131,2331
61c1162d-639f-4d13-a00e-871b950265ef,835c5281-694f-40d5-be2c-5e8a4b592592,2016-09-02T08:31:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
bba8ab9c-c582-4e3c-bc30-0c18c071a203,1689056a-4691-48c0-9f1b-8bbd1f904cce,2016-09-02T08:30:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
987af18b-8ff1-46ef-9ee1-6d79e72b8ba4,2870761b-f222-4298-8421-60ab448a356a,2016-09-02T07:54:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
22f1aeba-bed1-45e4-87aa-1f2cc67fa5f6,6f4902f7-6f3e-4ceb-ae24-c987ae028663,2016-09-02T08:10:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
e164317b-34ba-4764-9f5d-038baa665741,25a0a20f-7953-40f7-aad1-31a05f4e92ce,2016-09-02T15:22:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
98d8de4b-bb22-4720-a633-2bdcdb308f6d,514e7c0d-886b-4233-a9f4-71bb3cd8b42b,2016-09-02T08:01:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
08dc745d-2dcf-42f8-b34b-dfad3074d8be,36ce2acc-e4df-4489-b843-f82ec63ab947,2016-09-02T14:59:00,a9128331-08d7-41a2-b615-21283eee21cf,1400,84,1484
1e13fc99-1fa6-4df3-83ef-27b4ba16d2a4,3325373b-254c-43d3-a99a-28e4cdcd2a7e,2016-09-02T07:34:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
1a68900f-0ef1-41a8-928d-0b10680013cf,98489922-6aac-4e73-8fb9-41ea4a6705fc,2016-09-02T08:16:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
23a550d4-8f3c-4ebd-ae74-b54d79da3d07,e2ba2be1-c78b-4f87-8ef5-b3ec7d19d113,2016-09-02T08:36:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
420b6726-fc63-40b4-9cf6-e8c43da18b2b,e1d8db6f-d5ae-45fa-9f39-e3895d7534e3,2016-09-02T10:23:00,a9128331-08d7-41a2-b615-21283eee21cf,1600,96,1696
adb99818-258a-4368-8a1e-d2ee6ada74a2,56ad53dc-bff1-438a-8ac3-e2633e875202,2016-09-02T08:22:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
e47530f6-ed6e-4ac0-9660-f1d519a45eb2,53061123-ed71-412b-b513-49b59ab1cce8,2016-09-02T11:48:00,a9128331-08d7-41a2-b615-21283eee21cf,3400,204,3604
6a022efc-a2de-4f1f-a6ec-9df3e4aa0555,adca60a5-3204-487e-af1f-0f39c63116bf,2016-09-02T12:25:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
06f97996-7e0c-4e1f-b823-bf8f5de92e77,41ae501a-5442-4b3c-b856-bc7db26bf3c4,2016-09-02T09:15:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
c1ff8a44-52e3-4fbf-a552-61b7fe16afa7,416b65bf-5e91-4b77-a67c-4726f3cb7af6,2016-09-02T12:01:00,a9128331-08d7-41a2-b615-21283eee21cf,1100,65,1165
c354154b-e98d-4cb3-9992-b3acb7927e3c,13ee1b8e-a3d3-45dc-855b-53ec17caaf93,2016-09-02T11:08:00,a9128331-08d7-41a2-b615-21283eee21cf,400,24,424
16e90c1f-e6b7-47cf-b4e2-43b6e892ea29,99facd33-7b11-4955-aa0d-ccd11800beb0,2016-09-02T11:17:00,a9128331-08d7-41a2-b615-21283eee21cf,3400,204,3604
a9bf15df-6ea9-4bd5-9f28-949ce131f42b,cd82f240-cc9e-4002-b904-65ea714d1701,2016-09-02T07:19:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
7dc79c89-d12d-4051-ab45-4b08accc6129,05b08595-9795-4c66-ac62-541e690bfacf,2016-09-02T12:55:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
bf18e437-e012-437e-89f6-f3f8504374f5,f70eec88-500f-4473-9ae1-ad10f9539f83,2016-09-02T10:26:00,a9128331-08d7-41a2-b615-21283eee21cf,900,54,954
f953826d-c556-458b-8979-af092cf42050,67657463-b732-4e9c-b4f5-cadeb5321e69,2016-09-02T07:00:00,a9128331-08d7-41a2-b615-21283eee21cf,3900,234,4134
2c60f3e6-0a68-43f1-b385-e7bf5c4252e1,eedbd74b-00e4-4201-8021-316c16846a24,2016-09-02T16:38:00,a9128331-08d7-41a2-b615-21283eee21cf,2100,126,2226
22b88868-d43e-430c-a921-ac44cbcb3790,b81b0fe6-0e85-4f9a-9c9f-bcfa30fc2ec1,2016-09-02T11:42:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
cb676d2f-e1a4-4fd1-a78b-63d4071e7f67,f3998bfa-c9da-4b13-b82b-2a284bb4c95d,2016-09-02T07:41:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
12ffffa8-b26e-464a-b77c-417b44f08d10,c786a3e1-60a9-4882-891b-f9f04218fe37,2016-09-02T12:00:00,a9128331-08d7-41a2-b615-21283eee21cf,700,42,742
19897757-6c0c-425c-b6c8-7ed43e5a237c,d2d8583a-cf9f-4da9-a0d0-319489a69e88,2016-09-02T08:06:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
59cf26bc-9352-4275-b18c-a4e9133ad7d2,4b048ec2-1d0f-4d6f-8ce0-f5a52db3e5ea,2016-09-02T08:24:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
2dd81967-5d6a-4a2f-98d0-8d9a193aac59,e49ed015-58ce-407a-bdfb-266d06cde798,2016-09-02T15:33:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
bc237afe-d3ba-4d33-b55a-19a963df436e,9fb1ee6a-9b3b-4d53-9017-cb9373fc5737,2016-09-02T13:18:00,a9128331-08d7-41a2-b615-21283eee21cf,2500,150,2650
c66b68d1-4e1b-4a4a-b7f2-456c52ab3dc0,bc14bcad-dd91-49cd-b417-9fe5f1a58955,2016-09-03T13:04:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
ff4c2556-63ab-4274-a2cd-af68beb13e4e,cecc3f19-8074-4562-be36-571862196a39,2016-09-03T11:16:00,a9128331-08d7-41a2-b615-21283eee21cf,3300,198,3498
6d70f439-c754-4d38-8469-7d4e713d1cc7,3935fc48-651f-4fb2-a393-8083e17db725,2016-09-03T13:21:00,a9128331-08d7-41a2-b615-21283eee21cf,1800,108,1908
3d398ac2-392d-4829-9427-9815804b6804,bd217042-a43b-44dd-bec1-16cc053f0c4d,2016-09-03T13:39:00,a9128331-08d7-41a2-b615-21283eee21cf,3500,210,3710
ce604d36-2baa-465b-8f0e-c4e53523e6e7,3ddc958e-73f5-4fe9-804e-d63c8b9170d6,2016-09-03T12:30:00,a9128331-08d7-41a2-b615-21283eee21cf,5400,324,5724
4bdc31c8-1432-4d25-9108-d0196ac460f0,84b856b5-026b-481a-89c1-32f0842907e2,2016-09-03T11:24:00,a9128331-08d7-41a2-b615-21283eee21cf,4400,263,4663
0d9c9ae1-9f76-408d-8534-3ef605cd75b2,dd8d8143-c9cf-4866-b984-3e701c4c3b16,2016-09-03T13:50:00,a9128331-08d7-41a2-b615-21283eee21cf,1400,84,1484
36dc507a-8816-45a8-8c96-c2e325c27ad6,0b92fd92-9200-47fe-9b57-9ada88fa5821,2016-09-03T09:27:00,a9128331-08d7-41a2-b615-21283eee21cf,500,30,530
90c79b01-41ed-459d-906e-9ef643a975ba,989e07c2-2018-4ffa-9fa5-154d4649ba3a,2016-09-03T11:21:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
19d8e988-9b18-48cb-8a58-a42ae4640a93,7ce1dda9-3e99-4c04-aa50-834a43bd83ed,2016-09-03T12:53:00,a9128331-08d7-41a2-b615-21283eee21cf,600,36,636
f4719d9f-a80b-4850-ae20-d9890358fdb8,4959607d-8f64-43ef-9372-06c3a3f8f1e5,2016-09-03T11:00:00,a9128331-08d7-41a2-b615-21283eee21cf,5200,312,5512
2992660e-c16e-4ce9-8ed2-785b04345ffb,d44b057e-5b14-4e9d-990f-b09169fece9d,2016-09-03T13:24:00,a9128331-08d7-41a2-b615-21283eee21cf,5800,348,6148
dddba3b9-c39a-4217-ab9b-1cf39ea5478d,0420dd2e-09f4-4314-b98e-c92690c804d5,2016-09-03T10:14:00,a9128331-08d7-41a2-b615-21283eee21cf,1900,113,2013
9d37c0cc-2678-4509-9fb8-563d972c91f4,416b65bf-5e91-4b77-a67c-4726f3cb7af6,2016-09-03T10:56:00,a9128331-08d7-41a2-b615-21283eee21cf,2900,174,3074
0c33fe31-8344-4448-be36-43f84c2d57f5,8bbf796d-0862-41c6-b533-38d6c2bc9d3c,2016-09-03T12:27:00,a9128331-08d7-41a2-b615-21283eee21cf,5000,300,5300
b6a4cb04-a80e-4cb8-8409-f6d3d36c9871,99aae95a-ea6c-4c77-8073-5aeb26bb3262,2016-09-03T12:49:00,a9128331-08d7-41a2-b615-21283eee21cf,4000,240,4240
dea6d723-d26f-47ce-8a43-338daec04e67,f70eec88-500f-4473-9ae1-ad10f9539f83,2016-09-03T11:59:00,a9128331-08d7-41a2-b615-21283eee21cf,0,0,0
